system:index,NDVI,date,month,sensor,site_key,site_label,source,year,.geo
1_1_1_89,0.35518166128854795,2023-06-15,6,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_90,0.5640147302732379,2023-07-15,7,MODIS_MOD13Q1_250m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),MODIS,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_91,0.5797834800079026,2023-08-15,8,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_92,0.5215543957486043,2023-09-15,9,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_93,0.4148781858437159,2023-10-15,10,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_94,0.2617220521289739,2023-11-15,11,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_95,0.19831676428482042,2023-12-15,12,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_96,0.21111785192793273,2024-01-15,1,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_99,0.12972574323938862,2024-04-15,4,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_100,0.2565404923738056,2024-05-15,5,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_101,0.3882609420064814,2024-06-15,6,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_102,0.5338434478148657,2024-07-15,7,Sentinel2_SR_Harmonized_10m,MTF_Kedarnath,Montane Temperate | Kedarnath WS - Oak Belt (Uttarakhand),Sentinel2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
